"sample","Aplodactylidae Aplodactylus westralis","Aracanidae Anoplocapros amygdaloides","Aracanidae Anoplocapros lenticularis","Aracanidae Caprichthys gymnura","Aulopidae Latropiscis purpurissatus","Batrachoididae Batrachomoeus rubricephalus","Berycidae Centroberyx gerrardi","Berycidae Centroberyx sp1","Berycidae Unknown sp1","Callanthiidae Callanthias allporti","Callanthiidae Callanthias australis","Carangidae Carangoides sp10","Carangidae Pseudocaranx spp","Carangidae Seriola hippos","Carangidae Seriola lalandi","Carangidae Trachurus novaezelandiae","Carangidae Unknown sp10","Carcharhinidae Carcharhinus brevipinna","Carcharhinidae Carcharhinus limbatus","Carcharhinidae Carcharhinus plumbeus","Carcharhinidae Carcharhinus spp","Carcharhinidae Unknown spp","Chaetodontidae Chelmonops curiosus","Cheilodactylidae Dactylophora nigricans","Cheilodactylidae Nemadactylus valenciennesi","Clupeidae Hyperlophus vittatus","Dasyatidae Bathytoshia brevicaudata","Dinolestidae Dinolestes lewini","Diodontidae Diodon nicthemerus","Enoplosidae Enoplosus armatus","Gerraidae Parequula elongata","Gerreidae Parequula elongata","Gerreidae Parequula melbournensis","Glaucosomatidae Glaucosoma hebraicum","Gobiesocidae Aspasmogaster occidentalis","Gobiesocidae Unknown spp","Haemulidae Plectorhinchus flavomaculatus","Heterodontidae Heterodontus portusjacksoni","Holocentridae Unknown spp","Kyphosidae Kyphosus sydneyanus","Labridae Achoerodus gouldii","Labridae Austrolabrus maculatus","Labridae Bodianus frenchii","Labridae Bodianus vulpinus","Labridae Choerodon rubescens","Labridae Coris auricularis","Labridae Eupetrichthys angustipes","Labridae Halichoeres brownfieldi","Labridae Heteroscarus acroptilus","Labridae Labroides dimidiatus","Labridae Notolabrus parilus","Labridae Ophthalmolepis lineolatus","Labridae Pictilabrus laticlavius","Labridae Pseudolabrus biserialis","Labridae Suezichthys bifurcatus","Labridae Suezichthys cyanolaemus","Labridae Unknown spp","Lethrinidae Gymnocranius grandoculis","Monacanthidae Acanthaluteres brownii","Monacanthidae Acanthaluteres vittiger","Monacanthidae Brachaluteres jacksonianus","Monacanthidae Eubalichthys bucephalus","Monacanthidae Eubalichthys mosaicus","Monacanthidae Meuschenia australis","Monacanthidae Meuschenia flavolineata","Monacanthidae Meuschenia freycineti","Monacanthidae Meuschenia galii","Monacanthidae Meuschenia hippocrepis","Monacanthidae Meuschenia scaber","Monacanthidae Meuschenia venusta","Monacanthidae Nelusetta ayraud","Monacanthidae Scobinichthys granulatus","Monacanthidae Unknown spp","Monocentridae Cleidopus gloriamaris","Moridae Pseudophycis barbata","Mullidae Parupeneus chrysopleuron","Mullidae Upeneichthys vlamingii","Muraenidae Gymnothorax prasinus","Muraenidae Gymnothorax woodwardi","Myliobatidae Myliobatis tenuicaudatus","Nemipteridae Pentapodus vitta","Neosebastidae Neosebastes bougainvillii","Neosebastidae Neosebastes nigropunctatus","Neosebastidae Neosebastes pandus","Odacidae Olisthops cyanomelas","Odacidae Siphonognathus caninis","Odacidae Siphonognathus sp1","Odacidae Siphonognathus spp","Oplegnathidae Oplegnathus woodwardi","Orectolobidae Orectolobus spp","Ostraciidae Aracana aurita","Paralichthyidae Pseudorhombus sp10","Parascylliidae Parascyllium ferrugineum","Parascylliidae Parascyllium variolatum","Pempheridae Parapriacanthus elongatus","Pempherididae Pempheris klunzingeri","Pentacerotidae Parazanclistius hutchinsi","Pinguipedidae Parapercis haackei","Pinguipedidae Parapercis naevosa","Pinguipedidae Parapercis ramsayi","Pinguipedidae Parapercis spp","Platycephalidae Leviprora spp","Platycephalidae Platycephalus spp","Plesiopidae Paraplesiops meleagris","Plesiopidae Trachinops noarlungae","Pomacentridae Chromis klunzingeri","Pomacentridae Chromis westaustralis","Pomacentridae Parma bicolor","Pomacentridae Parma occidentalis","Pristiophoridae Pristiophorus cirratus","Rhinobatidae Aptychotrema vincentiana","Rhinobatidae Trygonorrhina dumerilii","Scombridae Sarda orientalis","Scombridae Unknown spp","Scorpaenidae Scorpaena sumptuosa","Scorpididae Neatypus obliquus","Scorpididae Scorpis aequipinnis","Scorpididae Scorpis georgiana","Scorpididae Tilodon sexfasciatus","Scyliorhinidae Asymbolus occiduus","Scyliorhinidae Aulohalaelurus labiosus","Serranidae Caesioperca spp","Serranidae Epinephelides armatus","Serranidae Hypoplectrodes nigroruber","Serranidae Hyporthodus octofasciatus","Serranidae Othos dentex","Sillaginidae Sillaginodes punctatus","Sillaginidae Sillago spp","Sparidae Chrysophrys auratus","Sphyraenidae Sphyraena novaehollandiae","Sphyraenidae Sphyraena spp","Sphyrnidae Sphyrna spp","Sphyrnidae Sphyrna zygaena","Squalidae Squalus spp","Tetraodontidae Omegophora armilla","Triakidae Furgaleus macki","Triakidae Galeorhinus galeus","Triakidae Mustelus antarcticus","Triglidae Chelidonichthys kumu","Triglidae Pterygotrigla polyommata","Urolophidae Trygonoptera mucosa","Urolophidae Trygonoptera ovalis","Urolophidae Urolophus circularis","campaignid","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","commonwealth.zone","state.zone","raw.hdd.number","con.hdd.number","id"
"FH68",0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.95118897,114.8288721,20201013,10:01:00,"South-west","Fished","C.FH.22",44.5,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1/CON2","2020-10_south-west_stereo-BRUVs.FH68"
"FH69",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.69618897,114.8038721,20201012,10:43:00,"South-west","Fished","C.FH.4",46.9,"Ramesh","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1/CON2","2020-10_south-west_stereo-BRUVs.FH69"
"FH7",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,7,0,0,0,0,0,3,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.78368897,114.8788721,20201017,11:45:00,"South-west","Fished","C.FH.11",45,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW1","BU1","2020-10_south-west_stereo-BRUVs.FH7"
"FH70",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.67368897,114.8463721,20201012,08:07:00,"South-west","Fished","C.FH.1",48.6,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1/CON2","2020-10_south-west_stereo-BRUVs.FH70"
"FH71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,4,1,0,0,0,0,8,0,8,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.88368897,114.8188721,20201013,07:30:00,"South-west","Fished","C.FH.16",45.3,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.FH71"
"FH72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.88868897,114.9288721,20201029,15:06:00,"South-west","Fished","C.FH.17",44.1,"Rachel","Yes","Yes","NA","NA","RAW4","CON3","2020-10_south-west_stereo-BRUVs.FH72"
"FH74",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,17,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.73118897,114.8063721,20201012,12:47:00,"South-west","Fished","C.FH.7",44.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1/CON2","2020-10_south-west_stereo-BRUVs.FH74"
"FH77",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.99618897,114.8763721,20201013,12:42:00,"South-west","Fished","C.FH.24",42,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1/CON2","2020-10_south-west_stereo-BRUVs.FH77"
"FH78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.89118897,114.9163721,20201029,14:56:00,"South-west","Fished","C.FH.17",45.8,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW4","CON3","2020-10_south-west_stereo-BRUVs.FH78"
"FH79",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,7,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.88618897,114.8088721,20201013,07:43:00,"South-west","Fished","C.FH.16",44.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.FH79"
"FH8",0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,6,0,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.72368897,114.8013721,20201012,12:34:00,"South-west","Fished","C.FH.7",43.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.FH8"
"FH82",0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,36,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.68618897,114.9238721,20201017,06:46:00,"South-west","No-take","C.FH.3",44.8,"Daphne","Yes","Yes","NA","Injidup Sanctuary Zone","RAW1","NA","2020-10_south-west_stereo-BRUVs.FH82"
"FH83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,4,2,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.91118897,114.8463721,20201013,08:13:00,"South-west","Fished","C.FH.19",40.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.FH83"
"FH84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.73368897,114.7988721,20201012,12:50:00,"South-west","Fished","C.FH.7",45.6,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.FH84"
"FH85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.92618897,114.9138721,20201029,12:55:00,"South-west","Fished","C.FH.20",44.7,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW4","NA","2020-10_south-west_stereo-BRUVs.FH85"
"FH87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.92868897,114.8938721,20201029,12:36:00,"South-west","Fished","C.FH.21",43.8,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW4","CON3","2020-10_south-west_stereo-BRUVs.FH87"
"FH89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.68618897,114.8013721,20201012,10:34:00,"South-west","Fished","C.FH.4",45.7,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1/CON2","2020-10_south-west_stereo-BRUVs.FH89"
"FH9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,47,1,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.90118897,114.8513721,20201013,07:58:00,"South-west","Fished","C.FH.19",43.6,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1/CON2","2020-10_south-west_stereo-BRUVs.FH9"
"FH92",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.84368897,114.8713721,20201012,15:47:00,"South-west","Fished","C.FH.14",44.2,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.FH92"
"FH93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,1,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.77618897,114.8688721,20201017,11:33:00,"South-west","Fished","C.FH.10",43.3,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW1","NA","2020-10_south-west_stereo-BRUVs.FH93"
"FH94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,23,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.90868897,114.9413721,20201029,14:36:00,"South-west","Fished","C.FH.18",41.9,"Rachel","Yes","Yes","NA","NA","RAW4","CON3","2020-10_south-west_stereo-BRUVs.FH94"
"FH95",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,9,1,0,0,0,1,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.75868897,114.8913721,20201017,11:07:00,"South-west","Fished","C.FH.8",46.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW1","BU1","2020-10_south-west_stereo-BRUVs.FH95"
"FH96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.81868897,114.8338721,20201012,15:20:00,"South-west","Fished","C.FH.13",44.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1/CON2","2020-10_south-west_stereo-BRUVs.FH96"
"FH99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,14,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.95368897,114.8363721,20201013,10:04:00,"South-west","Fished","C.FH.22",43.5,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1/CON2","2020-10_south-west_stereo-BRUVs.FH99"
"FHA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,17,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","Legacy",-33.683135,114.937827,20201017,06:55:00,"South-west","No-take","C.FH.3",44.6,"Daphne","Yes","Yes","NA","Injidup Sanctuary Zone","RAW1","BU1","2020-10_south-west_stereo-BRUVs.FHA"
"FHB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,1,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","Legacy",-33.681655,114.957127,20201017,07:02:00,"South-west","No-take","C.FH.A",41.3,"Daphne","Yes","Yes","NA","Injidup Sanctuary Zone","RAW1","BU1","2020-10_south-west_stereo-BRUVs.FHB"
