"campaignid","sample","family","genus","species","length","number","range"
"2020-06_south-west_stereo-BRUVs","23","Scorpididae","Neatypus","obliquus",168.00428,1,1151.90888
"2020-06_south-west_stereo-BRUVs","23","Scorpididae","Neatypus","obliquus",181.42441,1,1072.36176
"2020-06_south-west_stereo-BRUVs","23","Scorpididae","Neatypus","obliquus",180.8053,1,1456.58202
"2020-06_south-west_stereo-BRUVs","23","Scorpididae","Neatypus","obliquus",169.94383,1,1204.37954
"2020-06_south-west_stereo-BRUVs","23","Scorpididae","Neatypus","obliquus",158.57542,1,1579.48821
"2020-06_south-west_stereo-BRUVs","23","Scorpididae","Neatypus","obliquus",183.53372,1,1621.69331
"2020-06_south-west_stereo-BRUVs","23","Scorpididae","Neatypus","obliquus",164.30556,1,1236.73724
"2020-06_south-west_stereo-BRUVs","23","Scorpididae","Neatypus","obliquus",140.14557,1,1551.48787
"2020-06_south-west_stereo-BRUVs","23","Scorpididae","Neatypus","obliquus",179.80632,1,1316.63605
"2020-06_south-west_stereo-BRUVs","23","Scorpididae","Neatypus","obliquus",164.3885,1,1451.73623
"2020-06_south-west_stereo-BRUVs","23","Scorpididae","Neatypus","obliquus",178.82368,1,1027.13782
"2020-06_south-west_stereo-BRUVs","23","Scorpididae","Neatypus","obliquus",174.35718,1,1381.1647
"2020-06_south-west_stereo-BRUVs","23","Scorpididae","Neatypus","obliquus",171.77576,1,1397.65813
"2020-06_south-west_stereo-BRUVs","23","Scorpididae","Neatypus","obliquus",166.57207,1,1335.69524
"2020-06_south-west_stereo-BRUVs","23","Sparidae","Chrysophrys","auratus",303.96823,1,1848.58126
"2020-06_south-west_stereo-BRUVs","23","Sparidae","Chrysophrys","auratus",396.14372,1,7071.17621
"2020-06_south-west_stereo-BRUVs","23","Heterodontidae","Heterodontus","portusjacksoni",493.06654,1,1413.36728
"2020-06_south-west_stereo-BRUVs","23","Monacanthidae","Meuschenia","galii",245.76422,1,1319.89684
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",36.47979,1,1505.83747
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",33.83271,1,1849.34888
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",46.06886,1,1910.57102
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",47.17188,1,2545.56747
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",36.81153,1,1404.47017
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",31.03776,1,1914.10561
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",34.87564,1,1599.18084
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",44.3479,1,2065.30403
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",34.95097,1,2012.60734
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",30.2138,1,1651.85913
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",39.73456,1,1746.51944
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",44.74165,1,1706.00362
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",33.86527,1,1689.66937
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",39.89895,1,1771.49814
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",37.8682,1,1907.40922
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",35.58883,1,1780.18698
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",38.12266,1,2000.59558
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",43.26355,1,1722.77092
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",53.03885,1,2168.25455
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",40.27773,1,1891.34238
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",40.52698,1,1724.99171
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",41.87677,1,1927.94422
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",45.16192,1,2292.16484
"2020-06_south-west_stereo-BRUVs","23","Pomacentridae","Chromis","klunzingeri",36.37588,1,2097.00121
"2020-06_south-west_stereo-BRUVs","24","Glaucosomatidae","Glaucosoma","hebraicum",385.95494,1,2848.67359
"2020-06_south-west_stereo-BRUVs","24","Mullidae","Upeneichthys","vlamingii",268.76159,1,3077.49675
"2020-06_south-west_stereo-BRUVs","24","Monacanthidae","Meuschenia","flavolineata",195.27608,1,5215.03138
"2020-06_south-west_stereo-BRUVs","24","Labridae","Pseudolabrus","biserialis",127.36326,1,3834.96116
"2020-06_south-west_stereo-BRUVs","24","Labridae","Pseudolabrus","biserialis",151.76541,1,3718.35006
"2020-06_south-west_stereo-BRUVs","24","Labridae","Pseudolabrus","biserialis",132.29292,1,4247.79489
"2020-06_south-west_stereo-BRUVs","24","Labridae","Pseudolabrus","biserialis",131.78815,1,3753.18841
"2020-06_south-west_stereo-BRUVs","24","Serranidae","Caesioperca","spp",193.63042,1,1855.15221
"2020-06_south-west_stereo-BRUVs","24","Serranidae","Caesioperca","spp",146.96756,1,2230.19932
"2020-06_south-west_stereo-BRUVs","24","Serranidae","Caesioperca","spp",145.78287,1,2007.09957
"2020-06_south-west_stereo-BRUVs","24","Monacanthidae","Meuschenia","flavolineata",233.79714,1,4187.56419
"2020-06_south-west_stereo-BRUVs","24","Labridae","Bodianus","frenchii",433.64093,1,5512.45636
"2020-06_south-west_stereo-BRUVs","24","Cheilodactylidae","Nemadactylus","valenciennesi",441.71092,1,5026.80231
"2020-06_south-west_stereo-BRUVs","24","Scorpididae","Neatypus","obliquus",166.55426,1,1513.11775
"2020-06_south-west_stereo-BRUVs","24","Scorpididae","Neatypus","obliquus",168.33271,1,1106.67377
"2020-06_south-west_stereo-BRUVs","24","Scorpididae","Neatypus","obliquus",202.26712,1,1977.54236
"2020-06_south-west_stereo-BRUVs","24","Scorpididae","Neatypus","obliquus",181.49076,1,1456.65174
"2020-06_south-west_stereo-BRUVs","24","Scorpididae","Neatypus","obliquus",183.58703,1,1195.26653
"2020-06_south-west_stereo-BRUVs","24","Scorpididae","Neatypus","obliquus",188.02751,1,1403.42923
"2020-06_south-west_stereo-BRUVs","24","Scorpididae","Neatypus","obliquus",209.42698,1,2316.29145
"2020-06_south-west_stereo-BRUVs","24","Scorpididae","Neatypus","obliquus",219.04162,1,1773.85449
"2020-06_south-west_stereo-BRUVs","24","Scorpididae","Neatypus","obliquus",177.24367,1,1664.86322
"2020-06_south-west_stereo-BRUVs","24","Scorpididae","Neatypus","obliquus",212.3443,1,1383.01657
"2020-06_south-west_stereo-BRUVs","24","Scorpididae","Neatypus","obliquus",210.0146,1,2066.58765
"2020-06_south-west_stereo-BRUVs","24","Scorpididae","Neatypus","obliquus",172.69028,1,1499.53688
"2020-06_south-west_stereo-BRUVs","24","Scorpididae","Neatypus","obliquus",190.84448,1,1323.1379
"2020-06_south-west_stereo-BRUVs","24","Scorpididae","Neatypus","obliquus",162.13522,1,1854.15937
"2020-06_south-west_stereo-BRUVs","24","Pomacentridae","Chromis","klunzingeri",46.1508,1,1993.39892
"2020-06_south-west_stereo-BRUVs","24","Pomacentridae","Chromis","klunzingeri",53.21729,1,2518.87199
"2020-06_south-west_stereo-BRUVs","24","Pomacentridae","Chromis","klunzingeri",41.57665,1,2579.28884
"2020-06_south-west_stereo-BRUVs","24","Pomacentridae","Chromis","klunzingeri",26.57524,1,2303.5663
"2020-06_south-west_stereo-BRUVs","24","Pomacentridae","Chromis","klunzingeri",24.26009,1,1620.18886
"2020-06_south-west_stereo-BRUVs","24","Pomacentridae","Chromis","klunzingeri",37.3223,1,2372.33339
"2020-06_south-west_stereo-BRUVs","24","Pomacentridae","Chromis","westaustralis",45.7178,1,1675.66816
"2020-06_south-west_stereo-BRUVs","24","Pomacentridae","Chromis","westaustralis",50.22131,1,1892.63295
"2020-06_south-west_stereo-BRUVs","24","Sparidae","Chrysophrys","auratus",324.50294,1,2333.5296
"2020-06_south-west_stereo-BRUVs","24","Labridae","Coris","auricularis",290.8639,1,2211.94343
"2020-06_south-west_stereo-BRUVs","24","Labridae","Coris","auricularis",238.98244,1,1845.26058
"2020-06_south-west_stereo-BRUVs","24","Labridae","Coris","auricularis",197.9233,1,2665.54145
"2020-06_south-west_stereo-BRUVs","24","Labridae","Coris","auricularis",245.10789,1,2301.15897
"2020-06_south-west_stereo-BRUVs","24","Labridae","Coris","auricularis",195.2905,1,4507.74984
"2020-06_south-west_stereo-BRUVs","24","Labridae","Coris","auricularis",237.54173,1,4466.22886
"2020-06_south-west_stereo-BRUVs","24","Serranidae","Epinephelides","armatus",475.92298,1,2557.92951
"2020-06_south-west_stereo-BRUVs","24","Serranidae","Epinephelides","armatus",344.74793,1,3559.24573
"2020-06_south-west_stereo-BRUVs","25","Scorpididae","Tilodon","sexfasciatus",356.198,1,1837.17311
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",130.38012,1,5104.10111
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",147.50126,1,4344.59773
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",98.80462,1,3007.95953
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",130.7853,1,5164.66036
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",106.82069,1,4323.17426
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",151.98716,1,2853.89566
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",99.08972,1,3048.10596
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",128.94074,1,2948.44938
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",109.59016,1,2738.43083
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",124.5547,1,2724.64184
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",117.68601,1,3617.35051
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",154.52335,1,2714.43809
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",122.35379,1,2356.80433
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",155.04193,1,1811.64958
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",107.41691,1,972.70818
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",173.46737,1,1617.72336
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",118.8892,1,3810.58916
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",66.10744,1,2395.70959
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",106.08641,1,1847.31732
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",129.94945,1,5670.55363
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",152.54838,1,5098.0035
"2020-06_south-west_stereo-BRUVs","25","Serranidae","Caesioperca","spp",95.07469,1,2544.15948
"2020-06_south-west_stereo-BRUVs","25","Pomacentridae","Chromis","klunzingeri",61.46321,1,1489.70378
"2020-06_south-west_stereo-BRUVs","25","Pomacentridae","Chromis","klunzingeri",43.53316,1,1711.28371
"2020-06_south-west_stereo-BRUVs","25","Pomacentridae","Chromis","klunzingeri",46.1319,1,1704.26252
"2020-06_south-west_stereo-BRUVs","25","Pomacentridae","Chromis","klunzingeri",76.63406,1,1990.44713
"2020-06_south-west_stereo-BRUVs","25","Labridae","Pseudolabrus","biserialis",149.17707,1,3909.84713
"2020-06_south-west_stereo-BRUVs","25","Labridae","Pseudolabrus","biserialis",119.38641,1,3906.73547
"2020-06_south-west_stereo-BRUVs","25","Labridae","Ophthalmolepis","lineolatus",295.98856,1,2559.86928
"2020-06_south-west_stereo-BRUVs","25","Scorpididae","Neatypus","obliquus",186.14967,1,1550.09091
"2020-06_south-west_stereo-BRUVs","25","Scorpididae","Neatypus","obliquus",164.12573,1,1407.60505
"2020-06_south-west_stereo-BRUVs","25","Scorpididae","Neatypus","obliquus",159.05061,1,1150.01819
"2020-06_south-west_stereo-BRUVs","25","Scorpididae","Neatypus","obliquus",156.22859,1,1025.35054
"2020-06_south-west_stereo-BRUVs","25","Scorpididae","Neatypus","obliquus",166.21645,1,1719.81849
"2020-06_south-west_stereo-BRUVs","25","Scorpididae","Neatypus","obliquus",193.65099,1,1103.02025
"2020-06_south-west_stereo-BRUVs","25","Scorpididae","Neatypus","obliquus",175.77516,1,1105.60901
"2020-06_south-west_stereo-BRUVs","25","Scorpididae","Neatypus","obliquus",167.15106,1,1687.20119
"2020-06_south-west_stereo-BRUVs","25","Scorpididae","Neatypus","obliquus",140.31498,1,1162.93899
"2020-06_south-west_stereo-BRUVs","25","Scorpididae","Neatypus","obliquus",175.98683,1,1614.2059
"2020-06_south-west_stereo-BRUVs","25","Scorpididae","Neatypus","obliquus",183.11615,1,885.38462
"2020-06_south-west_stereo-BRUVs","25","Scorpididae","Neatypus","obliquus",154.72606,1,1206.90196
"2020-06_south-west_stereo-BRUVs","25","Scorpididae","Neatypus","obliquus",145.5844,1,1521.16607
"2020-06_south-west_stereo-BRUVs","25","Scorpididae","Neatypus","obliquus",185.35684,1,1386.39863
"2020-06_south-west_stereo-BRUVs","25","Scorpididae","Neatypus","obliquus",183.46822,1,1386.56496
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",167.06901,1,3919.15676
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",168.23161,1,3317.32545
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",156.9103,1,3162.78176
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",200.94676,1,3265.48319
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",94.58338,1,2536.61404
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",177.03602,1,2691.62463
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",179.52219,1,3018.82497
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",111.25636,1,2637.63458
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",95.23755,1,2443.51691
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",255.97823,1,3161.11858
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",105.8209,1,2722.81567
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",168.19165,1,3043.8068
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",102.55935,1,2900.22583
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",107.42404,1,2637.11512
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",89.8326,1,2695.6799
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",84.85737,1,2338.48228
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",74.2104,1,2518.37484
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",298.43713,1,2091.31624
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",186.19006,1,2716.33741
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",100.5116,1,2378.40472
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",121.93291,1,2358.57313
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",91.79629,1,2611.29921
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",89.93761,1,2569.43194
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",113.79936,1,2510.17408
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",91.31031,1,2542.08142
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",85.19167,1,2804.34432
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",129.48347,1,2528.84076
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",109.76702,1,2703.19854
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",83.43164,1,2315.83316
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",97.6922,1,2465.31581
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",157.96893,1,2601.93572
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",111.30435,1,2370.51772
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",104.07512,1,2893.35165
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",95.70209,1,2307.65663
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",103.06261,1,2208.28756
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",128.0938,1,2854.50659
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",95.38906,1,2582.40377
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",124.05736,1,2256.92145
"2020-06_south-west_stereo-BRUVs","25","Scorpididae","Neatypus","obliquus",140.26174,1,977.8668
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",167.49243,1,2509.79164
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",129.67775,1,2218.79977
"2020-06_south-west_stereo-BRUVs","25","Labridae","Coris","auricularis",119.3741,1,2100.0468
"2020-06_south-west_stereo-BRUVs","25","Sparidae","Chrysophrys","auratus",486.43029,1,4493.55546
"2020-06_south-west_stereo-BRUVs","26","Labridae","Bodianus","frenchii",291.12375,1,6051.71002
"2020-06_south-west_stereo-BRUVs","26","Labridae","Pseudolabrus","biserialis",100.7147,1,1369.40987
"2020-06_south-west_stereo-BRUVs","26","Labridae","Pseudolabrus","biserialis",151.58083,1,4261.61912
"2020-06_south-west_stereo-BRUVs","26","Labridae","Pseudolabrus","biserialis",136.30686,1,4521.22298
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",141.91605,1,2572.62697
"2020-06_south-west_stereo-BRUVs","26","Labridae","Pseudolabrus","biserialis",99.24404,1,3128.42776
"2020-06_south-west_stereo-BRUVs","26","Labridae","Pseudolabrus","biserialis",122.68875,1,3329.70583
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",148.31806,1,2556.44498
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",146.71505,1,2296.16071
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",149.58703,1,2581.57996
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",151.04812,1,1810.2216
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",144.70409,1,3339.80072
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",157.0005,1,3442.42648
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",405.04439,1,5091.47979
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",155.30193,1,1633.28115
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",145.03355,1,1902.64037
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",132.77765,1,1704.99361
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",157.8365,1,1956.48419
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",139.80365,1,2288.93458
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",152.66745,1,3353.35768
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",150.17432,1,1867.93064
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",143.20592,1,2629.75558
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",160.56708,1,2313.00332
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",152.53878,1,1801.88152
"2020-06_south-west_stereo-BRUVs","26","Labridae","Pseudolabrus","biserialis",133.13802,1,2430.31676
"2020-06_south-west_stereo-BRUVs","26","Pomacentridae","Parma","bicolor",155.81395,1,1806.22087
"2020-06_south-west_stereo-BRUVs","26","Pomacentridae","Chromis","westaustralis",50.9984,1,2374.25503
"2020-06_south-west_stereo-BRUVs","26","Pomacentridae","Chromis","westaustralis",106.0113,1,2595.95041
"2020-06_south-west_stereo-BRUVs","26","Pomacentridae","Chromis","westaustralis",106.56636,1,3836.11181
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",181.7789,1,1658.99489
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",168.45335,1,1431.75311
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",123.07612,1,1177.88289
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",153.12442,1,1360.4324
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",183.95866,1,1746.89128
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",183.26056,1,1555.39521
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",164.13994,1,1436.24389
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",178.9354,1,1246.45881
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",155.19514,1,2271.54484
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",195.18394,1,966.94652
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",147.48632,1,1152.92835
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",156.88744,1,1306.17552
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",175.63871,1,1354.76166
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",174.82768,1,1327.65779
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",122.00765,1,1414.79142
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",160.81826,1,1674.29194
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",176.47645,1,697.00879
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",174.52561,1,1361.62619
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",157.94399,1,1040.55382
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",170.59853,1,2700.66333
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",145.22096,1,1252.18966
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Epinephelides","armatus",304.21533,1,1268.30075
"2020-06_south-west_stereo-BRUVs","26","Labridae","Coris","auricularis",333.0921,1,3815.31494
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Epinephelides","armatus",272.99315,1,1411.18513
"2020-06_south-west_stereo-BRUVs","26","Monacanthidae","Meuschenia","flavolineata",203.12452,1,4503.18196
"2020-06_south-west_stereo-BRUVs","26","Monacanthidae","Meuschenia","flavolineata",241.50212,1,4898.91171
"2020-06_south-west_stereo-BRUVs","26","Mullidae","Upeneichthys","vlamingii",196.66411,1,3574.95194
"2020-06_south-west_stereo-BRUVs","26","Pomacentridae","Chromis","klunzingeri",32.36169,1,3499.68859
"2020-06_south-west_stereo-BRUVs","26","Pomacentridae","Chromis","klunzingeri",54.72519,1,4106.65959
"2020-06_south-west_stereo-BRUVs","26","Pomacentridae","Chromis","klunzingeri",77.90791,1,4050.64468
"2020-06_south-west_stereo-BRUVs","26","Pomacentridae","Chromis","klunzingeri",29.76381,1,3530.07601
"2020-06_south-west_stereo-BRUVs","26","Labridae","Ophthalmolepis","lineolatus",287.44724,1,2971.66565
"2020-06_south-west_stereo-BRUVs","26","Cheilodactylidae","Nemadactylus","valenciennesi",361.14216,1,6881.36404
"2020-06_south-west_stereo-BRUVs","26","Urolophidae","Trygonoptera","ovalis",NA,1,3684.42012
"2020-06_south-west_stereo-BRUVs","27","Mullidae","Upeneichthys","vlamingii",259.95115,1,1730.34997
"2020-06_south-west_stereo-BRUVs","27","Labridae","Pseudolabrus","biserialis",153.5172,1,4067.40356
"2020-06_south-west_stereo-BRUVs","27","Labridae","Pseudolabrus","biserialis",152.92442,1,3919.12234
"2020-06_south-west_stereo-BRUVs","27","Cheilodactylidae","Nemadactylus","valenciennesi",203.03661,1,3635.22821
"2020-06_south-west_stereo-BRUVs","27","Pinguipedidae","Parapercis","ramsayi",109.13354,1,1850.65966
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",115.24898,1,2957.80025
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",114.22571,1,2364.31076
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",99.69813,1,2863.74194
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",177.60831,1,2923.45251
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",105.74118,1,2958.16501
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",116.44835,1,1833.35594
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",112.33484,1,2803.92151
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",201.37585,1,2805.19105
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",136.90149,1,1893.05083
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",173.41413,1,2725.93693
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",155.25679,1,1875.48335
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",144.87279,1,2635.24473
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",155.59898,1,1283.73523
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",95.86283,1,2240.93169
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",212.55257,1,2693.61759
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",155.65117,1,2308.96406
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",98.40345,1,2352.26696
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",127.10705,1,2111.49417
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",91.59656,1,2068.89257
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",164.28499,1,1725.23195
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",114.53624,1,2685.45662
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",195.59674,1,1968.66496
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",185.36351,1,2471.17703
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",143.86365,1,1951.40327
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",97.52102,1,2293.49048
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",101.83296,1,3061.71659
