"campaignid","sample","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","commonwealth.zone","state.zone","raw.hdd.number","con.hdd.number"
"2020-10_south-west_stereo-BRUVs","IO191","IO","MBH",-33.99868897,114.6713721,20201023,"12:20:00","South-west","Fished","C.IO.40",137,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","IO192","IO","MBH",-33.98618897,114.6688721,20201023,"12:36:00","South-west","Fished","C.IO.40",138,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO194","IO","MBH",-33.99618897,114.6638721,20201023,"12:24:00","South-west","Fished","C.IO.40",139,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","IO195","IO","Legacy",-34.09368897,114.8588721,20201016,"9:57:00","South-west","No-take","C.IO.6",43.4,"Brooke Gibbons","Yes","Yes","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO199","IO","Legacy",-34.08618897,114.8613721,20201016,"9:51:00","South-west","No-take","C.IO.6",42.1,"Claude","Yes","Yes","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO201","IO","Legacy",-34.05618897,114.8338721,20201015,"14:46:00","South-west","No-take","C.IO.5",45.3,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO204","IO","Legacy",-34.06618897,114.7863721,20201015,"10:35:00","South-west","No-take","C.IO.7",61.5,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO206","IO","Legacy",-34.06368897,114.7913721,20201015,"10:28:00","South-west","No-take","C.IO.7",58.2,"Daphne","Yes","No","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO207","IO","Legacy",-34.06118897,114.7863721,20201015,"10:23:00","South-west","No-take","C.IO.7",60.4,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO210","IO","Legacy",-34.09118897,114.8738721,20201016,"10:09:00","South-west","No-take","C.IO.6",43.5,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO211","IO","Legacy",-34.05618897,114.9063721,20201029,"10:42:00","South-west","No-take","C.IO.3",43.5,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IOC06","IO","Legacy",-34.048689,114.876372,20201016,"7:48:00","South-west","Fished","C.IO.65",41.5,"Ramesh","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
