"campaignid","sample","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","commonwealth.zone","state.zone","raw.hdd.number","con.hdd.number"
"2020-06_south-west_stereo-BRUVs","38",NA,"MBH",-34.127912,114.883938,20200603,"12:39","South-west","No-take","c4",41.8,"Hayley","Yes","Yes","National Park Zone",NA,"1",NA
"2020-06_south-west_stereo-BRUVs","39",NA,"MBH",-34.132294,114.884797,20200603,"12:42","South-west","No-take","c4",42.2,"Hayley","Yes","Yes","National Park Zone",NA,"1",NA
"2020-06_south-west_stereo-BRUVs","40",NA,"MBH",-34.133669,114.880443,20200603,"12:46","South-west","No-take","c4",41.2,"Hayley","Yes","Yes","National Park Zone",NA,"1",NA
"2020-10_south-west_stereo-BRUVs","FH10","FH","MBH",-33.98618897,114.8863721,20201013,"12:32:00","South-west","Fished","C.FH.24",42.9,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH102","FH","MBH",-33.68868897,114.9288721,20201017,"6:42:00","South-west","No-take","C.FH.3",44.1,"Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone","RAW1","BU1"
"2020-10_south-west_stereo-BRUVs","FH106","FH","MBH",-33.78868897,114.8163721,20201012,"13:16:00","South-west","Fished","C.FH.12",47.1,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH108","FH","MBH",-33.76118897,114.9238721,20201017,"9:32:00","South-west","Fished","C.FH.9",44.7,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW1","BU1"
"2020-10_south-west_stereo-BRUVs","FH109","FH","MBH",-33.91618897,114.9088721,20201029,"13:04:00","South-west","Fished","C.FH.20",45.9,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","FH11","FH","MBH",-33.89868897,114.9388721,20201029,"14:48:00","South-west","Fished","C.FH.18",42.3,"Rachel","Yes","Yes",NA,NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","FH110","FH","MBH",-33.80868897,114.8213721,20201012,"15:06:00","South-west","Fished","C.FH.13",44.7,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","FH111","FH","MBH",-33.98618897,114.8788721,20201013,"12:28:00","South-west","Fished","C.FH.24",41.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","FH113","FH","MBH",-33.72368897,114.7963721,20201012,"12:41:00","South-west","Fished","C.FH.7",45,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH12","FH","MBH",-33.91868897,114.8963721,20201029,"12:46:00","South-west","Fished","C.FH.21",46.1,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","FH14","FH","MBH",-33.76618897,114.8713721,20201017,"11:24:00","South-west","Fished","C.FH.10",44.4,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)",NA,"RAW1","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH15","FH","MBH",-33.68868897,114.8063721,20201012,"10:29:00","South-west","Fished","C.FH.4",48,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","FH16","FH","MBH",-33.90118897,114.8563721,20201013,"8:02:00","South-west","Fished","C.FH.19",43.1,"Hayley","Yes","check calibration","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
