"id","campaignid","sample","family","genus","species","length","range","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","commonwealth.zone","state.zone","raw.hdd.number","con.hdd.number"
"2020-06_south-west_stereo-BRUVs.09","2020-06_south-west_stereo-BRUVs","09","Scorpididae","Neatypus","obliquus",76.44282,1925.28005,"NA","MBH",-34.119541,114.916105,20200602,11:45:00,"South-west","No-take","c2",43.8,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.09","2020-06_south-west_stereo-BRUVs","09","Scorpididae","Neatypus","obliquus",65.10622,1408.50667,"NA","MBH",-34.119541,114.916105,20200602,11:45:00,"South-west","No-take","c2",43.8,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.09","2020-06_south-west_stereo-BRUVs","09","Scorpididae","Neatypus","obliquus",84.06557,1400.33002,"NA","MBH",-34.119541,114.916105,20200602,11:45:00,"South-west","No-take","c2",43.8,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.09","2020-06_south-west_stereo-BRUVs","09","Serranidae","Caesioperca","spp",83.61526,2294.87075,"NA","MBH",-34.119541,114.916105,20200602,11:45:00,"South-west","No-take","c2",43.8,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.09","2020-06_south-west_stereo-BRUVs","09","Serranidae","Caesioperca","spp",48.54665,2727.40436,"NA","MBH",-34.119541,114.916105,20200602,11:45:00,"South-west","No-take","c2",43.8,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.09","2020-06_south-west_stereo-BRUVs","09","Serranidae","Caesioperca","spp",57.02893,2559.62896,"NA","MBH",-34.119541,114.916105,20200602,11:45:00,"South-west","No-take","c2",43.8,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.09","2020-06_south-west_stereo-BRUVs","09","Serranidae","Caesioperca","spp",72.03975,3110.41488,"NA","MBH",-34.119541,114.916105,20200602,11:45:00,"South-west","No-take","c2",43.8,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.09","2020-06_south-west_stereo-BRUVs","09","Serranidae","Caesioperca","spp",48.23363,2561.96426,"NA","MBH",-34.119541,114.916105,20200602,11:45:00,"South-west","No-take","c2",43.8,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Batrachoididae","Batrachomoeus","rubricephalus",360.23366,1696.31118,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Carangidae","Pseudocaranx","spp",268.25048,1974.51991,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Carangidae","Pseudocaranx","spp",254.74416,1919.62558,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Cheilodactylidae","Nemadactylus","valenciennesi",422.3862,2259.48401,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Coris","auricularis",238.06395,2125.54055,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Coris","auricularis",257.89752,1336.4133,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Coris","auricularis",308.8575,2351.80973,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Coris","auricularis",200.61083,3003.68431,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Coris","auricularis",202.13985,3538.99046,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Coris","auricularis",234.54104,2790.94985,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Coris","auricularis",231.32903,2761.93031,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Coris","auricularis",186.58721,2663.16175,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Coris","auricularis",231.84438,2975.77233,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Ophthalmolepis","lineolatus",93.47153,1297.07447,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Ophthalmolepis","lineolatus",122.1406,1595.42869,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Ophthalmolepis","lineolatus",191.82703,1845.5622,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Ophthalmolepis","lineolatus",290.50115,1498.79329,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Pseudolabrus","biserialis",144.92414,1669.58112,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Pseudolabrus","biserialis",127.40087,1937.18647,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Pseudolabrus","biserialis",88.73252,2301.83107,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Pseudolabrus","biserialis",122.63893,2575.02969,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Pseudolabrus","biserialis",133.83407,2177.76307,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Pseudolabrus","biserialis",98.56001,1650.62197,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Pseudolabrus","biserialis",95.25649,1569.69399,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Pseudolabrus","biserialis",61.92963,1721.71784,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Pseudolabrus","biserialis",55.36032,2419.84723,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Labridae","Pseudolabrus","biserialis",138.44764,1687.2502,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Monacanthidae","Meuschenia","freycineti",446.98967,2447.1365,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Myliobatidae","Myliobatis","tenuicaudatus",944.55362,2215.65033,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Scorpididae","Neatypus","obliquus",89.39008,1651.73289,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.10","2020-06_south-west_stereo-BRUVs","10","Scorpididae","Tilodon","sexfasciatus",347.97693,1791.50583,"NA","MBH",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","c2",45.7,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Gerreidae","Parequula","melbournensis",99.18845,1028.45217,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Gerreidae","Parequula","melbournensis",89.9813,991.60862,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Heterodontidae","Heterodontus","portusjacksoni",594.10839,1588.08862,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Heterodontidae","Heterodontus","portusjacksoni",545.70956,2787.13915,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Labridae","Achoerodus","gouldii",735.19087,4164.41237,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Labridae","Austrolabrus","maculatus",71.09158,2457.93825,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Labridae","Coris","auricularis",248.32914,1924.59386,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Labridae","Coris","auricularis",294.41924,2299.15802,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Labridae","Coris","auricularis",84.45849,2399.81983,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Labridae","Ophthalmolepis","lineolatus",158.91679,3186.36121,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Labridae","Ophthalmolepis","lineolatus",156.73965,3419.3304,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Labridae","Ophthalmolepis","lineolatus",174.5782,2834.87858,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Labridae","Pseudolabrus","biserialis",121.80568,1555.0674,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Labridae","Pseudolabrus","biserialis",125.75027,1671.19183,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Labridae","Pseudolabrus","biserialis",99.05589,1617.92855,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Labridae","Pseudolabrus","biserialis",128.21772,1300.38489,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Labridae","Pseudolabrus","biserialis",100.50087,1235.52502,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Myliobatidae","Myliobatis","tenuicaudatus",702.88742,5765.39384,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",34.67599,1489.51299,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",44.85162,1368.67083,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",50.27077,3392.61657,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",63.06428,2188.09335,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",25.24648,1926.72612,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",40.38574,1552.63689,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",39.88262,1520.74355,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",37.21766,1457.35969,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",30.11997,2299.96098,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",36.94582,1408.57698,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",37.25422,1235.5512,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",37.26955,2511.08465,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",46.55334,1181.82019,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",61.4396,1522.34742,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",38.43692,1670.62762,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",45.71178,2393.637,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",47.18648,1533.96581,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",39.19309,1407.24138,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",73.40251,2935.85298,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",49.55486,1420.34899,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",32.11766,1770.78103,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",30.54757,1696.54816,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",45.09348,1813.50956,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",51.30288,2679.20021,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",56.98519,2090.09703,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",35.13637,1257.80712,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",33.88758,1630.92977,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",31.5987,1980.77206,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",37.18168,2148.82553,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",39.60893,1296.46341,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",32.31429,2572.36094,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",49.83014,1234.80108,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",42.92962,1667.81206,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",35.71725,1572.19615,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",33.71651,1779.81793,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
"2020-06_south-west_stereo-BRUVs.11","2020-06_south-west_stereo-BRUVs","11","Pomacentridae","Chromis","klunzingeri",35.60436,2008.5171,"NA","MBH",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","c2",45.08,"Hayley","Yes","Yes","National Park Zone","NA","1","NA"
